Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
133002,0,17500,2500,2500,15672,21,150,1,7117,1
42363,0,2500,2500,2500,0,0,0,0,7120,1
133370,0,32500,2500,2500,44299,18,0,0,7101,1
278457,6727,32500,2500,2500,57313,27,1000,2,7101,1
34956,0,2500,2500,2500,0,0,0,0,7172,1
46963,0,2500,2500,2500,1500,5,0,0,7117,1
38718,0,2500,2500,2500,0,0,0,0,7314,1
112501,0,2500,2500,5000,19140,11,0,0,7101,1
54005,0,2500,2500,2500,1500,5,0,0,7099,1
93045,0,17500,2500,2500,17636,15,0,0,7092,1
197328,0,50000,2500,2500,60447,12,0,0,7092,1
151301,0,32500,2500,2500,37772,14,0,0,7092,1
87938,0,2500,2500,2500,11268,2,0,0,7085,1
105423,0,17500,2500,2500,20802,14,0,0,7078,1
312512,0,2500,2500,2500,100,1,100,1,7078,1
148691,0,2500,2500,2500,3000,3,1000,2,7064,1
224081,0,32500,2500,2500,40108,15,150,2,7059,1
51088,0,2500,2500,2500,0,0,0,0,7057,1
95305,0,2500,2500,2500,3189,13,0,0,7054,1
222227,0,32500,2500,2500,38127,14,500,1,7047,1
38227,0,5000,2500,2500,8612,13,0,0,7036,1
80214,0,2500,2500,2500,500,1,500,1,7029,1
53985,0,2500,2500,2500,1000,1,0,0,7029,1
44457,0,2500,2500,2500,225,3,0,0,7026,1
138020,0,2500,2500,2500,6568,15,0,0,7024,1
107707,0,17500,2500,2500,19407,25,2211,12,7024,1
149678,0,2500,2500,2500,0,0,0,0,7022,1
146263,0,17500,2500,2500,20853,21,350,1,7001,1
167670,0,2500,17500,2500,15907,13,0,0,6994,1
479989,0,32500,2500,2500,66516,26,1600,6,6980,1
67086,0,17500,2500,2500,18157,16,0,0,6974,1
198859,0,17500,2500,2500,17855,14,500,1,8296,1
91939,0,2500,2500,2500,1244,8,0,0,8296,1
88449,0,5000,2500,2500,11402,18,1450,5,8296,1
114713,0,2500,2500,2500,7142,18,0,0,8296,1
97763,0,2500,2500,2500,2000,9,0,0,8296,1
205292,0,5000,2500,2500,5471,13,0,0,8296,1
56635,0,2500,2500,2500,1024,8,359,2,8296,1
127297,0,5000,2500,2500,8510,12,0,0,8296,1
507506,1952,50000,2500,2500,102279,32,4485,13,8296,1
267640,0,2500,2500,2500,6000,3,0,0,8296,1
620498,0,50000,2500,2500,25395,53,1750,14,8296,1
225802,0,50000,2500,2500,74340,16,200,2,8296,1
58452,0,2500,2500,2500,0,0,0,0,8296,1
109087,0,5000,2500,2500,10462,16,0,0,8296,1
68464,0,2500,2500,2500,240,3,0,0,8296,1
131960,2000,17500,2500,2500,16081,8,0,0,8296,1
199956,1178,2500,2500,2500,0,0,0,0,8296,1
529886,7210,2500,2500,2500,23866,26,7741,15,8296,1
190295,0,32500,2500,2500,3501,15,0,0,8296,1
118844,0,32500,2500,2500,28731,17,400,2,8289,1
60493,0,2500,2500,2500,9000,1,0,0,8289,1
491987,0,50000,2500,2500,68007,23,700,2,8289,1
87692,0,2500,2500,2500,2310,6,500,1,8289,1
251286,0,2500,2500,2500,0,0,0,0,8289,1
50431,0,2500,2500,2500,1000,1,0,0,8289,1
74579,0,2500,2500,2500,4600,11,600,8,8289,1
132555,0,17500,2500,2500,24775,31,350,1,8289,1
192104,0,17500,2500,2500,39010,53,1750,8,8289,1
106773,0,2500,2500,2500,12900,10,1400,8,8289,1
229397,0,17500,2500,2500,22873,13,0,0,8289,1
383129,0,17500,2500,2500,23608,16,500,1,8289,1
175461,0,32500,2500,2500,40997,14,0,0,8289,1
52953,0,2500,2500,2500,500,1,0,0,8289,1
182291,0,17500,2500,2500,24155,22,0,0,8289,1
198317,0,50000,2500,2500,61714,16,0,0,8289,1
49053,0,2500,2500,2500,6498,18,950,5,8289,1
158483,0,5000,2500,2500,9018,11,0,0,8289,1
74342,0,2500,2500,2500,4389,12,0,0,8228,1
139849,0,17500,2500,2500,19946,15,0,0,8228,1
189252,0,2500,2500,2500,2991,15,0,0,8228,1
1113394,2015,50000,2500,2500,60883,26,2600,9,8228,1
459681,0,50000,2500,2500,95531,17,0,0,8228,1
83590,0,2500,2500,2500,3708,22,0,0,8228,1
82528,0,2500,2500,2500,2100,5,600,4,8228,1
743745,2066,2500,2500,2500,4100,20,2500,18,8228,1
45494,0,2500,2500,2500,5021,16,600,2,8228,1
171509,0,17500,2500,2500,40090,55,6381,23,8151,1
235947,0,2500,2500,2500,3982,16,0,0,8145,1
153108,0,32500,2500,2500,25802,14,500,1,8137,1
260261,0,32500,2500,2500,33047,21,0,0,8146,1
80223,0,17500,2500,2500,21248,26,2050,7,8121,1
38716,0,5000,2500,2500,8253,21,0,0,8114,1
1125076,0,17500,2500,2500,23046,14,0,0,8107,1
97099,0,2500,2500,2500,6325,21,1700,5,8085,1
62396,2128,2500,2500,2500,1250,3,0,0,8075,1
84035,0,2500,2500,2500,4240,6,1600,4,8114,1
1199220,2919,2500,2500,2500,3800,19,3300,18,8023,1
86345,0,17500,2500,2500,13415,16,350,2,8009,1
46874,0,2500,2500,2500,9689,38,500,1,7990,1
207545,0,2500,2500,2500,11137,34,4387,12,8105,1
160703,0,32500,2500,2500,32560,12,0,0,6666,1
94105,0,2500,2500,2500,100,1,0,0,6676,1
889456,1024,50000,2500,2500,98959,29,850,4,6652,1
148318,0,32500,2500,2500,51197,22,350,2,6648,1
26149,0,2500,2500,2500,5190,6,0,0,6646,1
346178,0,50000,2500,2500,63803,16,0,0,6645,1
134060,0,32500,2500,2500,46606,13,0,0,6637,1
208519,0,2500,2500,2500,4040,6,450,2,6627,1
109248,0,2500,2500,2500,6828,11,0,0,6618,1
43387,0,2500,2500,2500,4942,13,0,0,6613,1
413509,0,2500,2500,2500,2500,1,0,0,6598,1
26220,0,2500,2500,2500,2775,11,0,0,6647,1
59552,0,2500,2500,2500,7551,22,0,0,6473,1
34962,0,2500,2500,2500,252,3,0,0,6208,1
28931,0,2500,2500,2500,6500,4,500,1,6354,1
202636,0,2500,2500,2500,19000,5,0,0,6119,1
256219,0,17500,2500,2500,29823,33,6568,16,6561,1
122700,0,17500,2500,2500,18604,13,0,0,6556,1
81419,0,5000,2500,2500,7769,12,350,1,6599,1
178919,0,17500,2500,2500,23387,17,0,0,6555,1
213849,0,2500,2500,2500,500,1,0,0,6549,1
28077,0,2500,2500,2500,735,6,500,1,6575,1
380930,0,5000,5000,2500,22485,25,213,1,6539,1
176849,0,2500,2500,2500,7700,11,950,4,6539,1
148915,0,17500,2500,2500,23522,16,650,2,6532,1
65034,0,17500,2500,2500,14331,16,800,3,6541,1
55703,0,2500,2500,2500,0,0,0,0,6520,1
84785,0,2500,2500,2500,4570,14,0,0,6514,1
30592,862,2500,2500,2500,2602,7,0,0,6512,1
51830,0,2500,2500,2500,0,0,0,0,6507,1
49454,0,5000,2500,2500,9548,22,250,1,6501,1
58421,0,2500,2500,2500,1000,1,0,0,6532,1
33443,0,2500,2500,2500,0,0,0,0,6476,1
78712,0,2500,2500,2500,0,0,0,0,6433,1
31311,0,2500,2500,2500,3961,10,0,0,6494,1
133445,8264,2500,2500,2500,3375,13,0,0,6492,1
136161,0,2500,2500,2500,6032,15,0,0,6463,1
329497,0,50000,2500,2500,57264,12,0,0,6484,1
158895,0,32500,2500,2500,41954,15,0,0,6525,1
126409,0,32500,2500,2500,28460,13,0,0,6478,1
112843,0,17500,2500,2500,16137,14,0,0,6472,1
117240,0,2500,2500,2500,1200,3,700,2,6471,1
26412,0,2500,2500,2500,5086,2,0,0,6552,1
427528,0,32500,2500,2500,35098,16,1600,3,6465,1
179042,0,2500,2500,2500,25078,50,3350,15,6456,1
41487,500,2500,2500,2500,10885,7,0,0,6451,1
39601,0,2500,2500,2500,3733,9,0,0,6450,1
122928,0,17500,2500,2500,12211,14,0,0,6443,1
146599,0,17500,2500,2500,16463,16,1000,2,6444,1
338656,0,32500,2500,2500,52908,16,0,0,6444,1
126148,0,5000,2500,2500,6273,8,0,0,6435,1
62080,2975,5000,2500,2500,19113,32,10650,28,6434,1
175131,0,50000,2500,2500,53495,15,0,0,6431,1
365918,0,50000,2500,2500,83752,23,1373,7,6429,1
105547,0,17500,2500,2500,24973,26,500,1,6415,1
67615,0,17500,2500,2500,14168,13,0,0,6413,1
163083,0,2500,2500,2500,3825,9,450,4,6428,1
747983,0,32500,2500,2500,26117,15,50,1,6427,1
41526,0,2500,2500,2500,0,0,0,0,6406,1
38021,0,2500,2500,2500,5538,9,0,0,6407,1
70133,0,5000,2500,2500,7396,16,0,0,6392,1
82605,0,17500,2500,2500,23049,15,0,0,6417,1
54889,0,5000,2500,2500,13150,4,0,0,6438,1
49891,0,2500,2500,2500,500,1,500,1,6392,1
347096,0,2500,2500,2500,12000,6,0,0,6408,1
155962,1199,17500,2500,2500,16510,16,50,1,6406,1
160572,0,2500,2500,2500,8163,18,500,1,6403,1
257068,2586,2500,2500,2500,5900,4,400,1,6420,1
33269,0,2500,2500,2500,4675,10,200,1,6396,1
25685,0,2500,2500,2500,185,3,0,0,6382,1
50500,0,2500,2500,2500,4765,14,0,0,6380,1
97486,0,17500,2500,2500,22707,15,0,0,6387,1
323459,0,2500,2500,2500,12000,8,1500,3,6378,1
28306,0,2500,2500,2500,233,3,0,0,6371,1
91974,0,17500,2500,2500,19223,18,500,1,6372,1
104824,0,17500,2500,2500,14582,15,0,0,6366,1
55237,0,5000,2500,2500,5547,14,0,0,6358,1
192334,0,32500,2500,2500,33950,21,1450,4,6366,1
53327,0,2500,2500,2500,8650,6,650,2,6350,1
133143,0,32500,2500,2500,43643,14,50,1,6385,1
26556,3490,2500,2500,2500,2845,14,720,4,6339,1
280561,0,17500,2500,2500,12154,13,0,0,6337,1
146248,0,2500,2500,2500,2900,4,1400,3,6333,1
119082,5051,2500,2500,2500,4230,17,3600,14,6340,1
232171,0,17500,2500,2500,22258,30,650,2,6340,1
369816,1745,32500,2500,2500,46942,35,7266,17,6340,1
37381,0,2500,2500,2500,6091,16,0,0,6332,1
31211,0,2500,2500,2500,280,4,100,1,6330,1
79479,0,17500,2500,2500,23167,13,0,0,6118,1
234327,0,32500,2500,2500,30406,28,150,2,6319,1
463494,0,17500,2500,2500,27390,17,750,1,6323,1
57909,0,2500,2500,2500,5150,4,0,0,6323,1
529477,0,5000,2500,2500,31624,28,2098,5,6311,1
71543,0,2500,2500,2500,0,0,0,0,6305,1
111897,0,17500,2500,2500,14728,14,0,0,6310,1
61598,0,2500,2500,2500,0,0,0,0,6311,1
417875,0,32500,2500,2500,44472,18,0,0,6308,1
340874,0,50000,2500,2500,68090,43,5676,27,6305,1
32774,0,2500,2500,2500,0,0,0,0,6304,1
137843,0,32500,2500,2500,45416,24,250,1,6302,1
30530,0,2500,2500,2500,5590,12,2950,9,6298,1
30973,0,2500,2500,2500,0,0,0,0,6298,1
238749,0,2500,2500,2500,7134,14,3134,12,6297,1
150176,0,32500,2500,2500,29999,17,400,1,6284,1
50675,0,2500,2500,2500,1100,2,100,1,6282,1
65466,0,5000,2500,2500,5488,13,0,0,6280,1
384470,0,17500,2500,2500,20468,16,0,0,6280,1
126555,0,32500,2500,2500,41253,19,0,0,6280,1
33410,0,2500,2500,2500,818,12,0,0,6255,1
104665,0,5000,2500,2500,9547,12,0,0,6249,1
41967,0,2500,2500,2500,2125,10,0,0,6247,1
35026,0,2500,2500,2500,9799,27,500,1,6247,1
127693,0,17500,2500,2500,17383,15,0,0,6246,1
37162,0,2500,2500,2500,0,0,0,0,6241,1
440265,4081,2500,2500,2500,22750,15,1250,10,6234,1
66572,0,5000,2500,2500,8048,14,450,2,6240,1
237093,0,32500,2500,2500,42020,15,0,0,6240,1
79561,0,2500,2500,2500,6333,12,400,2,6231,1
131528,0,5000,2500,2500,10365,17,500,1,6227,1
96477,0,2500,2500,2500,2987,13,0,0,6221,1
106471,0,2500,2500,2500,8444,5,100,1,6220,1
210018,0,32500,2500,2500,48914,16,0,0,6217,1
26740,0,2500,2500,2500,619,7,0,0,6213,1
244216,0,32500,2500,2500,39166,14,0,0,6214,1
119214,0,5000,2500,2500,10028,16,0,0,6205,1
231437,0,17500,2500,2500,31266,26,1550,4,6340,1
150698,0,32500,2500,2500,43589,20,1200,4,6193,1
194604,0,5000,2500,2500,6606,10,0,0,6190,1
117852,2376,2500,2500,2500,11406,21,3850,13,6186,1
23431,0,2500,2500,2500,3546,10,0,0,6182,1
37773,0,5000,2500,2500,8436,15,0,0,6179,1
245758,0,2500,2500,2500,2750,4,750,2,6179,1
63587,0,2500,2500,2500,500,1,500,1,6184,1
333500,0,50000,2500,2500,69780,23,1258,4,6171,1
66434,0,17500,2500,2500,13041,13,0,0,6230,1
146097,0,5000,2500,2500,6919,16,0,0,6165,1
293648,0,17500,2500,2500,22148,15,0,0,6161,1
147472,0,17500,2500,2500,20645,16,0,0,6163,1
103993,0,17500,2500,2500,14149,13,100,1,6158,1
34651,0,2500,2500,2500,4000,6,500,1,6157,1
149167,0,32500,2500,2500,48521,13,0,0,6155,1
55610,0,2500,5000,2500,5095,13,0,0,6151,1
70391,0,2500,2500,2500,6000,4,0,0,6150,1
66122,0,17500,2500,2500,11756,13,0,0,5630,1
152063,0,32500,2500,2500,34257,19,1100,3,6159,1
75181,0,2500,2500,2500,2455,7,1100,3,6133,1
68255,0,17500,2500,2500,19077,22,400,2,6130,1
64538,0,2500,2500,2500,0,0,0,0,6123,1
36790,0,2500,2500,2500,7158,14,0,0,6133,1
363165,2565,2500,2500,2500,5950,11,1850,8,6116,1
179382,0,2500,2500,2500,4225,7,0,0,6115,1
218207,0,2500,2500,2500,8500,4,0,0,6114,1
765738,0,50000,2500,2500,62133,14,0,0,6112,1
54265,0,2500,2500,2500,0,0,0,0,6109,1
69959,0,17500,2500,2500,16504,13,0,0,6108,1
86380,2643,2500,2500,2500,13500,3,0,0,6102,1
48321,0,2500,2500,2500,0,0,0,0,6102,1
292533,0,50000,2500,2500,64186,15,1000,2,6095,1
114932,8559,2500,2500,2500,3150,13,1650,12,6092,1
136664,0,32500,2500,2500,36024,15,0,0,6086,1
173191,0,32500,2500,2500,31503,13,0,0,6084,1
119932,0,17500,2500,2500,22463,26,5177,11,6077,1
144171,0,32500,2500,2500,33200,15,0,0,6073,1
144973,0,17500,2500,2500,23703,14,0,0,6280,1
75027,0,2500,2500,2500,1390,3,500,1,6067,1
34854,0,2500,2500,2500,750,5,650,4,6063,1
44307,0,5000,2500,2500,7944,8,0,0,6060,1
95595,0,17500,2500,2500,12060,14,0,0,5877,1
79629,0,2500,2500,2500,2550,2,50,1,6091,1
58620,0,2500,2500,2500,2125,10,0,0,6051,1
93473,0,17500,2500,2500,20257,15,0,0,6049,1
131621,0,5000,2500,2500,27846,31,6047,11,6045,1
195563,0,17500,2500,2500,16715,13,0,0,6042,1
21138,0,2500,2500,2500,4500,2,0,0,6031,1
93319,0,2500,2500,2500,270,3,100,1,6043,1
61440,0,5000,2500,2500,8156,25,0,0,6032,1
206648,0,2500,2500,2500,5132,16,2450,11,6030,1
323273,0,2500,2500,2500,9000,5,500,1,6028,1
76702,0,17500,2500,2500,21568,17,0,0,6025,1
40902,0,2500,2500,2500,4850,7,1350,5,6018,1
65508,0,2500,2500,2500,14000,7,2500,5,6015,1
24711,0,2500,2500,2500,3193,11,500,1,6009,1
301447,0,50000,2500,2500,63866,18,500,1,6004,1
234308,0,17500,2500,2500,21078,15,200,1,6007,1
37832,0,2500,2500,2500,0,0,0,0,6004,1
135168,0,32500,2500,2500,29156,16,300,2,6002,1
134650,0,32500,2500,2500,40232,17,2055,2,6000,1
444159,0,2500,2500,2500,0,0,0,0,5993,1
94167,0,2500,2500,2500,6500,4,500,1,5990,1
132256,0,5000,2500,2500,15040,24,899,3,5988,1
104338,0,2500,2500,2500,2500,1,0,0,5982,1
54337,0,2500,2500,2500,2131,9,230,1,5976,1
218763,8753,2500,2500,2500,11650,6,1150,3,5975,1
26204,967,2500,2500,2500,4030,6,2930,4,5989,1
27876,0,2500,2500,2500,0,0,0,0,5972,1
115533,0,5000,2500,2500,8867,15,0,0,5968,1
172110,9325,50000,2500,2500,21382,23,950,3,5944,1
143378,0,2500,2500,2500,3000,4,1500,3,5905,1
120476,0,5000,2500,2500,9406,14,0,0,5870,1
32141,0,2500,2500,2500,3500,14,0,0,5768,1
20281,0,2500,2500,2500,0,0,0,0,5567,1
322454,0,32500,2500,2500,44591,23,250,1,5961,1
23390,0,2500,2500,2500,1650,3,150,1,5958,1
210496,0,2500,2500,2500,9022,24,4900,19,5953,1
40189,0,2500,2500,2500,0,0,0,0,5952,1
21747,0,2500,2500,2500,0,0,0,0,5638,1
266200,0,2500,2500,2500,5000,1,0,0,5583,1
25512,0,2500,2500,2500,0,0,0,0,5393,1
28519,0,2500,2500,2500,2125,2,0,0,5405,1
163964,0,17500,2500,2500,11385,11,0,0,5948,1
49736,0,2500,2500,2500,3200,4,700,3,6038,1
152426,0,2500,2500,2500,6000,6,2000,4,5939,1
34428,0,2500,2500,2500,2625,10,0,0,5938,1
290012,0,50000,2500,2500,64360,18,650,2,5931,1
124869,0,17500,2500,2500,30116,16,0,0,5924,1
90855,0,17500,2500,2500,23992,13,0,0,5919,1
31319,0,2500,2500,2500,7552,5,0,0,5912,1
130356,0,2500,2500,2500,150,1,150,1,5910,1
125077,0,17500,2500,2500,21881,14,0,0,5905,1
20342,0,2500,2500,2500,3291,9,0,0,5829,1
45781,0,5000,2500,2500,6498,13,0,0,5801,1
144525,0,2500,2500,2500,2833,4,0,0,5785,1
37571,0,5000,2500,2500,7197,15,0,0,5762,1
112013,0,17500,2500,2500,24943,14,0,0,5734,1
118572,0,17500,2500,2500,21426,19,0,0,5892,1
281626,0,50000,2500,2500,53521,16,0,0,5878,1
120945,0,2500,2500,2500,4300,4,300,2,5871,1
89480,0,2500,2500,2500,2946,4,1946,3,5902,1
61227,0,5000,2500,2500,6957,10,0,0,5647,1
20498,0,2500,2500,2500,7826,20,7226,18,5491,1
139897,0,17500,2500,2500,21065,28,50,1,5329,1
155587,0,2500,2500,2500,6893,9,0,0,5279,1
24310,0,2500,2500,2500,2815,6,0,0,5266,1
106115,0,17500,2500,2500,16197,21,500,1,5219,1
238641,0,50000,2500,2500,61971,15,850,2,5849,1
70671,0,2500,2500,2500,0,0,0,0,5850,1
31593,0,2500,2500,2500,3128,12,0,0,5846,1
101397,0,17500,2500,2500,19173,12,0,0,5847,1
133052,0,17500,2500,2500,17424,15,0,0,5843,1
101089,0,17500,2500,2500,23503,17,0,0,5834,1
255797,0,50000,2500,2500,62107,16,0,0,5832,1
192046,0,32500,2500,2500,54818,52,1200,3,5829,1
370596,0,50000,2500,2500,50120,12,0,0,5826,1
89527,0,17500,2500,2500,22206,14,0,0,5821,1
330644,0,2500,2500,2500,0,0,0,0,5822,1
114070,0,5000,2500,2500,16293,24,250,1,5818,1
124004,0,5000,2500,2500,9982,12,0,0,5815,1
54392,0,2500,2500,2500,0,0,0,0,5807,1
52577,0,2500,2500,2500,441,12,0,0,5804,1
80174,0,2500,2500,2500,500,1,0,0,5804,1
96827,1094,2500,2500,2500,12100,19,8100,17,5801,1
57587,0,2500,2500,2500,2620,6,0,0,5799,1
131306,0,17500,2500,2500,32115,15,0,0,5797,1
71627,0,2500,2500,2500,3225,9,600,2,5793,1
161396,0,17500,2500,2500,26695,11,1000,2,5792,1
81300,0,2500,2500,2500,3750,5,250,3,5791,1
27348,0,2500,2500,2500,3084,4,0,0,5824,1
153554,0,2500,2500,2500,11786,6,1750,4,5784,1
42990,0,2500,2500,2500,5345,3,0,0,5804,1
43326,0,2500,2500,2500,1100,7,1100,7,5776,1
113683,0,17500,2500,2500,11821,12,0,0,5773,1
33835,0,2500,2500,2500,2280,7,1000,2,5771,1
170049,3692,5000,2500,2500,10232,16,750,2,5770,1
67904,0,2500,2500,2500,81,1,0,0,5764,1
57434,0,5000,2500,2500,11140,16,0,0,5770,1
78268,0,2500,2500,2500,6172,13,500,1,5758,1
217130,0,32500,2500,2500,51202,20,0,0,5745,1
44026,0,5000,2500,2500,12282,18,634,1,5738,1
235567,0,17500,2500,2500,16106,15,0,0,5728,1
305519,0,50000,2500,2500,79216,27,650,3,5724,1
161546,0,2500,2500,2500,8042,6,600,2,5722,1
38884,0,2500,2500,2500,2850,13,500,1,5729,1
96988,0,5000,2500,2500,7761,14,0,0,5715,1
24394,0,2500,2500,2500,3250,3,250,1,5713,1
354641,0,50000,2500,2500,77694,29,3600,9,5710,1
146014,0,32500,2500,2500,26366,17,700,3,5822,1
108904,0,17500,2500,2500,19931,17,0,0,5255,1
25168,0,2500,2500,2500,500,1,500,1,5547,1
68454,0,17500,2500,2500,13667,12,0,0,5559,1
70877,0,5000,2500,2500,8956,15,0,0,5696,1
196093,0,2500,2500,2500,14000,3,0,0,5595,1
269558,0,2500,2500,2500,10000,1,0,0,5472,1
88500,0,2500,2500,2500,2500,2,0,0,5090,1
36936,0,2500,2500,2500,2875,16,0,0,5492,1
427357,0,5000,2500,2500,6027,12,0,0,5587,1
258422,0,32500,2500,2500,48708,17,0,0,5657,1
75428,0,5000,2500,2500,7539,14,0,0,5609,1
82120,0,2500,2500,2500,8000,3,0,0,5619,1
34546,0,2500,2500,2500,1500,2,0,0,5612,1
92641,0,2500,2500,2500,5265,6,0,0,5568,1
95100,0,2500,2500,2500,1250,3,1250,3,5671,1
19960,0,2500,2500,2500,0,0,0,0,4896,1
100992,0,2500,2500,2500,8144,16,409,2,5422,1
68610,0,5000,2500,2500,6115,12,0,0,5349,1
42438,0,2500,2500,2500,519,10,0,0,5349,1
24545,0,2500,2500,2500,0,0,0,0,5671,1
84633,0,17500,2500,2500,10771,10,0,0,5479,1
22585,0,2500,2500,2500,3430,3,0,0,5689,1
73640,0,5000,2500,2500,10192,14,0,0,5156,1
247743,0,32500,2500,2500,51296,20,500,1,5087,1
89945,0,5000,2500,2500,14218,16,350,1,5680,1
739476,0,2500,2500,2500,24215,8,322,1,5678,1
69337,0,17500,2500,2500,17740,13,0,0,5667,1
140866,0,17500,2500,2500,15906,17,0,0,5672,1
25634,2505,2500,2500,2500,0,0,0,0,5663,1
33327,0,2500,2500,2500,1000,1,0,0,5664,1
95783,0,17500,2500,2500,14506,13,0,0,5659,1
140511,0,32500,2500,2500,32105,16,0,0,5651,1
375927,0,5000,2500,2500,18202,30,1100,3,5652,1
37215,0,5000,2500,2500,8199,8,0,0,5637,1
179251,0,17500,2500,2500,14775,16,200,2,5629,1
34562,0,2500,2500,2500,1770,9,250,3,5622,1
144570,0,32500,2500,2500,49052,15,0,0,5617,1
24813,0,2500,2500,2500,4066,10,0,0,5225,1
62895,0,2500,2500,2500,8500,4,0,0,5520,1
66950,0,2500,2500,2500,17303,20,2000,8,5464,1
84856,0,2500,5000,2500,6894,13,0,0,5547,1
71128,2919,2500,2500,2500,17950,17,4450,11,5162,1
39654,0,2500,2500,2500,1625,6,0,0,5518,1
25214,0,2500,2500,2500,1000,1,0,0,5598,1
23130,0,2500,2500,2500,5032,10,0,0,5500,1
100443,0,17500,2500,2500,12744,21,0,0,5492,1
31769,0,2500,2500,2500,0,0,0,0,5464,1
60170,0,17500,2500,2500,17235,14,0,0,5351,1
33373,0,2500,2500,2500,0,0,0,0,5427,1
23120,0,2500,2500,2500,4231,7,0,0,5615,1
46157,0,2500,2500,2500,1625,3,500,1,5609,1
56451,0,5000,2500,2500,9302,11,0,0,5597,1
106309,0,17500,2500,2500,21873,22,1200,4,5594,1
121853,0,17500,2500,2500,18120,18,2000,4,5589,1
77102,0,17500,2500,2500,13175,20,1850,6,5581,1
44331,0,2500,2500,2500,2850,3,350,1,5555,1
76742,0,17500,2500,2500,17910,13,0,0,5547,1
27993,0,2500,2500,2500,6000,3,0,0,5542,1
123646,0,2500,2500,2500,12450,30,2450,29,5069,1
837979,0,2500,2500,2500,18372,15,1450,4,5373,1
28941,0,2500,2500,2500,2935,6,0,0,4692,1
19085,0,2500,2500,2500,827,11,0,0,5244,1
30594,0,2500,2500,2500,3250,12,0,0,5017,1
38822,0,2500,2500,2500,2000,9,0,0,5304,1
39372,0,2500,2500,2500,4296,10,0,0,5190,1
25125,0,2500,2500,2500,1875,8,0,0,5147,1
135149,0,2500,2500,2500,15300,19,3800,17,5267,1
163976,0,32500,2500,2500,39098,18,2594,4,4922,1
207021,0,2500,2500,2500,3600,4,100,1,5412,1
131992,0,17500,2500,2500,12504,16,0,0,5372,1
241918,0,32500,2500,2500,40945,13,0,0,5379,1
65969,0,2500,2500,2500,2550,5,1050,3,5419,1
378759,0,2500,2500,2500,28904,9,2303,4,5408,1
40965,10098,2500,2500,2500,9850,11,1850,6,5429,1
71503,0,2500,2500,2500,7819,17,0,0,5080,1
110247,0,17500,2500,2500,13690,16,0,0,5272,1
106234,5124,5000,2500,2500,11160,26,0,0,5238,1
63638,0,2500,2500,2500,0,0,0,0,5155,1
31967,0,2500,2500,2500,1600,4,350,2,5101,1
97752,0,2500,2500,2500,3676,10,0,0,5309,1
33020,0,2500,2500,2500,6155,25,1500,3,5322,1
35316,0,2500,2500,2500,1250,4,500,1,5330,1
146086,0,2500,2500,2500,6950,17,6950,17,5345,1
99405,0,2500,2500,2500,14150,11,2150,9,5400,1
55384,967,2500,2500,2500,0,0,0,0,5309,1
95207,0,17500,2500,2500,30652,30,2348,8,5531,1
80431,0,2500,2500,2500,2150,2,150,1,5531,1
81291,0,5000,2500,2500,10522,14,1430,1,5154,1
48877,0,5000,2500,2500,11761,35,371,2,5371,1
164884,0,32500,2500,2500,35226,18,1734,2,5283,1
29707,0,2500,2500,2500,300,3,0,0,5275,1
152421,0,17500,2500,2500,17045,20,500,1,5510,1
17699,0,2500,2500,2500,0,0,0,0,5505,1
31007,0,2500,2500,2500,5700,6,1200,4,5465,1
27469,0,2500,2500,2500,1,3,0,0,5461,1
44760,0,2500,2500,2500,3105,6,100,2,5455,1
22831,0,2500,2500,2500,4500,15,0,0,5442,1
51261,0,2500,2500,2500,2000,4,2000,4,4904,1
24698,0,2500,2500,2500,1329,5,500,1,4267,1
74453,0,2500,2500,2500,5500,3,0,0,5181,1
39601,0,2500,2500,2500,4066,12,0,0,5434,1
138254,0,2500,2500,2500,24100,9,0,0,5420,1
18046,0,2500,2500,2500,162,4,0,0,5416,1
108395,0,5000,2500,2500,8598,8,0,0,5416,1
21839,0,2500,2500,2500,1375,4,0,0,5411,1
69323,0,2500,2500,2500,5140,2,0,0,4786,1
148053,0,2500,2500,2500,10250,2,250,1,5301,1
36290,0,2500,2500,2500,8600,13,2600,9,5111,1
184701,0,32500,2500,2500,45629,13,500,1,4989,1
139298,0,2500,2500,2500,0,0,0,0,4965,1
82380,0,2500,2500,2500,2601,13,0,0,5071,1
115591,867,2500,2500,2500,9500,20,2500,16,4967,1
107333,0,2500,2500,2500,4374,5,1874,4,5063,1
737514,0,17500,2500,32500,43993,40,2150,7,5030,1
23023,0,2500,2500,2500,0,0,0,0,5087,1
43403,1846,2500,2500,2500,3350,12,3350,12,3930,1
128676,0,2500,2500,2500,8500,3,0,0,5164,1
64969,0,2500,2500,2500,1135,13,0,0,4996,1
31484,0,2500,2500,2500,3125,11,0,0,4117,1
17995,0,2500,2500,2500,0,0,0,0,4994,1
286101,1000,50000,2500,2500,72965,31,3000,11,4666,1
205219,0,32500,2500,2500,30347,19,0,0,4792,1
74777,0,5000,2500,2500,20630,8,0,0,5384,1
218191,0,17500,2500,2500,24630,17,0,0,5240,1
22132,0,2500,2500,2500,0,0,0,0,5150,1
83508,1514,2500,2500,2500,11268,13,2176,2,5069,1
88122,0,17500,2500,2500,19408,13,0,0,5174,1
25272,0,2500,2500,2500,0,0,0,0,5189,1
