,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
3043,26513,0,2500,2500,2500,7670,14,0,0,2678,0
3044,20417,0,2500,2500,2500,5000,1,0,0,3013,0
3045,7490,0,2500,2500,2500,0,0,0,0,3042,0
3046,14394,0,2500,2500,2500,935,4,150,2,2754,0
3047,103888,0,2500,2500,2500,4379,3,4379,3,2238,0
3048,61191,0,5000,2500,2500,8502,17,0,0,2112,0
3049,7329,0,5000,2500,2500,10639,16,0,0,2993,0
3050,12688,0,2500,2500,2500,0,0,0,0,2993,0
3051,106921,0,32500,2500,2500,26666,13,0,0,2581,1
3052,31668,2576,2500,2500,2500,1800,3,300,2,2271,0
3053,34996,0,5000,2500,2500,6313,14,150,1,2909,0
3054,23099,0,2500,2500,2500,300,3,300,3,2292,0
3055,109133,0,17500,2500,2500,21378,16,0,0,2989,0
3056,103586,0,2500,2500,2500,4000,7,3900,6,2726,0
3057,45575,0,17500,2500,2500,23223,17,0,0,2964,0
3058,76430,0,17500,2500,2500,13653,17,0,0,3018,0
3059,18059,0,2500,2500,2500,0,0,0,0,2019,0
3060,188759,0,2500,2500,2500,3082,3,0,0,2817,0
3061,36953,0,17500,2500,2500,25598,16,0,0,2997,0
3062,27155,0,32500,2500,2500,47252,15,300,1,3001,1
3063,89112,4670,5000,2500,2500,28670,29,0,0,2680,0
3064,72768,0,2500,2500,2500,290,3,0,0,2762,0
3065,23178,0,2500,2500,2500,0,0,0,0,2351,0
3066,25676,0,2500,2500,2500,0,0,0,0,1597,0
3067,63190,0,17500,2500,2500,18950,13,250,1,3041,0
3068,1666,0,2500,2500,2500,980,3,0,0,2761,0
3069,105544,0,32500,2500,2500,31001,16,500,1,2888,1
3070,206287,1761,5000,2500,2500,11294,20,150,1,2819,0
3071,40255,0,2500,2500,2500,2975,13,750,2,2880,0
3072,5317,0,2500,2500,2500,0,0,0,0,2992,0
3073,7606,0,32500,2500,2500,29307,17,0,0,2930,1
3074,43255,0,2500,2500,2500,2691,3,750,1,2864,0
3075,22414,0,2500,2500,2500,1094,3,0,0,2957,0
3076,92225,0,32500,2500,2500,48276,19,350,1,2972,1
3077,127199,0,2500,2500,2500,2563,14,0,0,2917,0
3078,12176,0,2500,2500,2500,875,7,0,0,2268,0
3079,142929,0,32500,2500,2500,40826,23,0,0,2803,1
3080,28670,0,5000,2500,2500,11727,11,0,0,2980,0
3081,82122,0,2500,2500,2500,700,3,700,3,3044,0
3082,54637,0,2500,2500,2500,21181,27,4673,21,2927,0
3083,6181,0,2500,2500,2500,2000,9,0,0,2878,0
3084,25485,0,2500,2500,2500,9655,10,2800,8,2798,0
3085,16136,0,2500,2500,2500,0,0,0,0,1177,0
3086,128213,0,5000,2500,2500,7956,13,500,1,2522,0
3087,92492,0,2500,2500,2500,11029,6,0,0,2839,0
3088,85412,0,17500,2500,2500,25102,16,500,1,2816,0
3089,46003,0,2500,2500,2500,1340,7,0,0,2698,0
3090,95982,0,2500,2500,2500,3630,3,0,0,2623,0
3091,20529,0,2500,2500,2500,0,0,0,0,2644,0
3092,28254,0,17500,2500,2500,17117,19,1050,6,2692,0
3093,26101,0,2500,2500,2500,3900,15,3900,15,2222,0
3094,50939,0,17500,2500,2500,16453,16,0,0,2753,0
3095,35039,0,2500,2500,2500,174,1,0,0,2314,0
3096,175501,1000,17500,2500,2500,34318,36,7974,19,2691,0
3097,1439,0,2500,2500,2500,80,2,0,0,2684,0
3098,214674,0,2500,2500,2500,25688,23,2500,5,2607,0
3099,38429,0,2500,2500,2500,1004,2,1004,2,2521,0
3100,22865,0,2500,2500,2500,1750,7,0,0,2375,0
3101,23033,0,5000,2500,2500,7910,15,0,0,2765,0
3102,103172,0,2500,2500,2500,3125,3,0,0,2416,0
3103,23448,0,32500,2500,2500,36941,18,700,3,2675,1
3104,115161,0,2500,2500,2500,9050,18,3050,15,2417,0
3105,58382,0,2500,2500,2500,11327,32,4800,23,2480,0
3106,156766,0,17500,2500,2500,23375,27,0,0,2840,0
3107,34137,0,2500,2500,2500,335,5,0,0,2593,0
3108,17219,0,2500,2500,2500,6167,10,3757,6,2627,0
3109,43823,0,2500,2500,2500,500,1,0,0,2717,0
3110,63364,0,17500,2500,2500,15415,11,0,0,2560,0
3111,18497,0,17500,2500,2500,14138,12,0,0,2643,0
3112,23173,0,5000,2500,2500,7843,8,0,0,2565,0
3113,51367,0,32500,2500,2500,40004,24,0,0,2434,1
3114,34894,0,17500,2500,2500,13955,17,0,0,2447,0
3115,7422,0,2500,2500,2500,2229,3,0,0,2653,0
3116,16090,0,2500,2500,2500,850,6,850,6,2592,0
3117,2784,0,2500,2500,2500,0,0,0,0,2066,0
3118,54177,0,17500,2500,2500,45403,15,500,1,2123,0
3119,29326,0,5000,2500,2500,23061,7,0,0,2497,0
3120,26164,2556,2500,2500,2500,0,0,0,0,2566,0
3121,29518,0,2500,2500,2500,2702,12,0,0,2532,0
3122,29754,6396,2500,2500,2500,500,1,0,0,2655,0
3123,8000,0,2500,2500,2500,0,0,0,0,941,0
3124,69788,0,2500,2500,2500,1500,3,1500,3,2705,0
3125,38042,0,2500,2500,2500,7658,17,0,0,2606,0
3126,23894,0,2500,2500,2500,6000,3,0,0,2705,0
3127,110628,0,50000,2500,2500,63759,13,0,0,2654,1
3128,10839,0,2500,2500,2500,190,1,190,1,2341,0
3129,47513,0,17500,2500,2500,19904,13,0,0,2516,0
3130,16321,0,2500,2500,2500,0,0,0,0,2710,0
3131,37550,0,2500,2500,2500,0,0,0,0,2579,0
3132,37936,0,5000,2500,2500,6211,12,0,0,2719,0
3133,38061,0,17500,2500,2500,34227,18,3600,8,2649,0
3134,25934,0,2500,2500,2500,370,3,0,0,2565,0
3135,54942,0,2500,2500,2500,4200,10,4200,10,2610,0
3136,139423,0,32500,2500,2500,54152,25,500,3,2677,1
3137,298505,0,50000,2500,2500,130647,32,600,2,2483,1
3138,98753,0,2500,2500,2500,1475,5,0,0,2619,0
3139,25157,0,2500,2500,2500,830,3,0,0,2732,0
3140,24134,0,2500,2500,2500,1250,3,0,0,2390,0
3141,6628,0,2500,2500,2500,2125,8,0,0,2539,0
3142,14504,0,2500,2500,2500,0,0,0,0,2329,0
3143,36665,0,2500,2500,2500,3250,19,0,0,2951,0
3144,17481,0,2500,2500,2500,1396,3,0,0,586,0
3145,33111,0,2500,2500,2500,0,0,0,0,2461,0
3146,89237,0,32500,2500,5000,37668,18,0,0,2533,1
3147,93028,0,32500,2500,2500,40887,22,0,0,2507,1
3148,89094,0,50000,2500,2500,55865,13,0,0,2404,1
3149,11109,0,50000,2500,2500,53627,13,0,0,2623,1
3150,14957,0,2500,2500,2500,0,0,0,0,2634,0
3151,17823,0,2500,2500,2500,15323,8,0,0,1453,0
3152,8485,0,2500,2500,2500,0,0,0,0,2111,0
3153,56756,0,17500,2500,2500,10851,14,0,0,2068,0
3154,99196,0,32500,2500,2500,28334,16,0,0,2595,1
3155,21736,0,2500,5000,2500,6672,10,0,0,2544,0
3156,11324,0,17500,2500,2500,11082,11,0,0,2661,0
3157,60109,0,2500,2500,2500,2300,6,2300,6,2501,0
3158,129887,0,2500,2500,2500,26810,10,810,3,2566,0
3159,18150,0,2500,2500,2500,240,2,0,0,2538,0
3160,57432,0,5000,2500,2500,13422,19,5100,12,2546,0
3161,32659,0,2500,2500,2500,3614,14,0,0,2553,0
3162,103203,0,2500,2500,2500,3200,4,200,2,1556,0
3163,27122,0,2500,2500,2500,0,0,0,0,2630,0
3164,40252,0,2500,2500,2500,1375,4,0,0,2565,0
3165,194816,0,2500,2500,2500,20822,25,6647,12,2424,0
3166,65460,0,2500,2500,2500,0,0,0,0,2493,0
3167,17863,0,2500,2500,2500,0,0,0,0,2028,0
3168,28443,0,32500,2500,2500,53065,18,150,1,2462,1
3169,15655,0,2500,2500,2500,2807,12,957,4,2476,0
3170,38307,0,2500,2500,2500,1500,3,1500,3,2151,0
3171,15135,0,17500,2500,2500,13357,14,0,0,2579,0
3172,73601,0,5000,2500,2500,12902,36,2000,4,2624,0
3173,31489,0,17500,2500,2500,21950,21,0,0,2216,0
3174,48852,0,2500,2500,2500,1058,3,0,0,2278,0
3175,188883,0,2500,2500,2500,5500,3,0,0,2613,0
3176,37212,0,2500,2500,2500,0,0,0,0,2455,0
3177,43285,0,2500,2500,2500,745,3,0,0,2436,0
3178,10758,0,2500,2500,2500,0,0,0,0,1777,0
3179,40926,0,2500,2500,2500,1725,7,0,0,2453,0
3180,10915,0,2500,2500,2500,5455,15,0,0,2473,0
3181,38580,0,2500,2500,2500,4337,7,0,0,2168,0
3182,26650,0,2500,2500,2500,4652,11,4652,11,1958,0
3183,25268,888,2500,2500,2500,4566,8,800,3,2126,0
3184,9338,0,2500,2500,2500,200,1,200,1,2371,0
3185,67070,0,32500,2500,2500,34600,27,2100,10,2416,1
3186,19382,0,2500,2500,2500,195,2,0,0,2545,0
3187,25205,0,2500,2500,2500,0,0,0,0,2532,0
3188,9634,0,2500,2500,2500,9634,5,0,0,2146,0
3189,18954,0,2500,2500,2500,550,3,550,3,2465,0
3190,41279,0,5000,2500,2500,8682,14,0,0,2241,0
3191,56624,0,2500,5000,2500,12311,14,0,0,2491,0
3192,11021,0,2500,2500,2500,115,2,0,0,2449,0
3193,4096,0,2500,2500,2500,3802,8,0,0,2433,0
3194,5199,0,17500,2500,2500,28100,16,0,0,2592,0
3195,41072,0,2500,2500,2500,3751,15,0,0,2378,0
3196,83623,0,2500,2500,2500,2692,6,900,4,2395,0
3197,15920,0,2500,2500,2500,2500,1,0,0,2466,0
3198,50674,0,5000,2500,2500,22073,12,0,0,1615,0
3199,55461,0,32500,2500,2500,31658,17,500,2,2315,1
3200,93264,0,2500,2500,2500,3250,19,0,0,2369,0
3201,115154,0,17500,2500,2500,13466,17,500,1,2440,0
3202,24920,0,2500,2500,2500,375,3,0,0,2067,0
3203,64924,0,2500,17500,2500,14971,13,0,0,1989,0
3204,25210,0,2500,2500,2500,14500,5,500,1,2138,0
3205,41247,0,2500,2500,2500,0,0,0,0,2407,0
3206,5929,0,2500,2500,2500,168,7,0,0,2371,0
3207,14457,2288,2500,2500,2500,1875,8,0,0,2409,0
3208,29067,0,2500,2500,2500,485,3,250,1,2147,0
3209,112164,0,17500,2500,2500,16802,14,0,0,2188,0
3210,44764,0,5000,2500,2500,5539,6,0,0,2081,0
3211,38997,0,2500,2500,2500,5158,18,0,0,2399,0
3212,115215,0,5000,2500,2500,5824,7,0,0,2096,0
3213,96714,0,17500,2500,2500,17026,15,0,0,2185,0
3214,32988,0,32500,2500,2500,49484,14,0,0,2161,1
3215,11552,0,2500,2500,2500,0,0,0,0,481,0
3216,38739,0,2500,2500,2500,3050,3,550,2,1976,0
3217,142989,0,32500,2500,2500,26210,14,500,1,2340,1
3218,1724,0,17500,2500,2500,27305,20,0,0,1784,0
3219,56395,0,50000,2500,2500,72905,24,1800,4,2344,1
3220,11845,0,2500,2500,2500,625,2,0,0,2334,0
3221,46378,4844,2500,2500,2500,2358,5,2358,5,1766,0
3222,85071,0,2500,2500,2500,6600,4,0,0,2322,0
3223,53543,0,2500,2500,2500,21183,11,563,2,1149,0
3224,33834,0,2500,2500,2500,3920,12,0,0,1850,0
3225,36839,0,2500,2500,2500,4436,6,0,0,2275,0
3226,42042,0,5000,2500,2500,9846,14,0,0,1606,0
3227,72027,0,2500,2500,2500,0,0,0,0,2386,0
3228,2692,0,2500,2500,2500,800,4,50,1,2447,0
3229,17818,0,2500,2500,2500,0,0,0,0,1709,0
3230,70927,0,2500,2500,2500,12011,12,1567,8,2096,0
3231,57622,0,2500,2500,2500,1250,3,0,0,2337,0
3232,323,0,2500,2500,2500,0,0,0,0,1975,0
3233,33530,0,2500,2500,2500,0,0,0,0,1777,0
3234,16452,0,2500,2500,2500,9181,5,0,0,2108,0
3235,287033,0,2500,2500,2500,26161,58,12873,53,2272,0
3236,55487,0,17500,2500,2500,23123,19,1150,5,1986,0
3237,14648,0,17500,2500,2500,21157,12,0,0,1843,0
3238,10621,0,2500,2500,2500,90,3,0,0,2223,0
3239,23224,0,2500,2500,2500,1750,7,0,0,2322,0
3240,17684,0,2500,2500,2500,93,1,0,0,2012,0
3241,2477,0,2500,2500,2500,2319,6,500,1,2137,0
3242,44668,0,2500,2500,2500,872,2,0,0,1557,0
3243,22461,0,2500,2500,2500,150,1,150,1,2223,0
3244,103200,0,2500,2500,2500,500,1,500,1,2062,0
3245,74007,0,5000,2500,2500,9259,13,0,0,2181,0
3246,22134,0,2500,2500,2500,0,0,0,0,2161,0
3247,242062,0,2500,2500,2500,5125,18,0,0,2150,0
3248,24683,0,2500,2500,2500,600,2,0,0,2117,0
3249,51680,0,32500,2500,2500,54926,65,3088,8,2112,1
3250,8819,0,17500,2500,2500,12472,15,0,0,1920,0
3251,61545,0,17500,2500,2500,18351,18,0,0,1973,0
3252,124837,0,2500,2500,2500,4400,7,1500,5,2053,0
3253,50848,0,2500,2500,2500,0,0,0,0,1773,0
3254,19661,0,2500,2500,2500,0,0,0,0,2175,0
3255,32156,0,5000,2500,2500,23928,29,2150,12,2257,0
3256,123055,0,2500,2500,2500,11564,5,1039,2,2209,0
3257,63331,0,2500,2500,2500,4200,4,700,2,2060,0
3258,9646,0,2500,2500,2500,3445,11,0,0,2140,0
3259,16569,0,2500,2500,2500,3204,8,0,0,2120,0
3260,194111,0,2500,2500,2500,12350,30,2750,15,1777,0
3261,147128,0,50000,2500,2500,59991,47,1065,1,2279,1
3262,59177,0,2500,2500,2500,2300,6,700,3,1869,0
3263,26693,0,17500,2500,2500,22057,14,0,0,1863,0
3264,2912,0,2500,2500,2500,510,1,0,0,2132,0
3265,13982,0,2500,2500,2500,500,1,0,0,2117,0
3266,14428,0,2500,2500,2500,3475,21,0,0,1599,0
3267,21740,0,2500,2500,2500,5625,11,0,0,2048,0
3268,8811,0,2500,2500,2500,600,5,0,0,2032,0
3269,48256,0,5000,2500,2500,8942,14,0,0,2121,0
3270,10994,0,17500,2500,2500,10492,15,0,0,2215,0
3271,27320,2788,2500,2500,2500,0,0,0,0,1725,0
3272,66614,0,2500,2500,2500,0,0,0,0,1992,0
3273,78105,0,5000,2500,2500,49364,14,0,0,2070,0
3274,120860,0,2500,2500,2500,2000,1,0,0,1761,0
3275,77382,0,2500,2500,2500,4950,13,0,0,2256,0
3276,19290,0,2500,2500,2500,0,0,0,0,2331,0
3277,50987,0,2500,2500,2500,0,0,0,0,2259,0
3278,101290,0,32500,2500,2500,33876,22,500,1,2291,1
3279,17377,2178,2500,2500,2500,500,1,0,0,2010,0
3280,11711,0,2500,2500,2500,500,1,500,1,1922,0
3281,28712,0,2500,2500,2500,1500,3,1500,3,2256,0
3282,110839,0,2500,2500,2500,17550,24,7550,23,2272,0
3283,65633,0,2500,2500,2500,3100,10,2000,8,1791,0
3284,69106,0,2500,2500,2500,17832,10,0,0,2007,0
3285,66009,0,2500,2500,2500,0,0,0,0,1603,0
3286,16843,0,2500,2500,2500,780,3,0,0,2112,0
3287,27071,0,2500,2500,2500,2125,10,0,0,2059,0
3288,25807,0,2500,2500,2500,550,3,550,3,1838,0
3289,132871,0,2500,2500,2500,300,3,200,2,1719,0
3290,24065,589,17500,2500,2500,29586,9,0,0,1045,0
3291,92533,0,2500,2500,2500,2220,4,2220,4,1905,0
3292,14513,0,2500,2500,2500,50,2,0,0,1710,0
3293,162365,0,50000,2500,2500,65029,15,0,0,1948,1
3294,4834,0,5000,2500,2500,13441,17,0,0,1851,0
3295,21311,3418,2500,2500,2500,2000,9,0,0,1990,0
3296,49804,0,2500,2500,2500,0,0,0,0,2157,0
3297,135567,0,2500,2500,2500,3650,5,1050,3,1967,0
3298,135374,0,17500,2500,2500,23835,22,917,2,2294,0
3299,140914,0,2500,2500,2500,0,0,0,0,1791,0
3300,6789,0,2500,2500,2500,0,0,0,0,2237,0
3301,61893,0,2500,2500,2500,0,0,0,0,2320,0
3302,83082,0,2500,2500,2500,16207,13,250,1,2003,0
3303,16962,0,2500,2500,2500,0,0,0,0,2206,0
3304,85955,0,32500,2500,2500,34197,22,600,2,2046,1
3305,22215,0,2500,2500,2500,2375,12,0,0,1857,0
3306,105898,0,2500,2500,2500,4444,5,1944,4,2332,0
3307,66807,0,17500,2500,2500,23456,14,0,0,1575,0
3308,131366,0,2500,2500,2500,1500,2,500,1,1999,0
3309,31929,0,2500,2500,2500,3500,3,1000,2,2019,0
3310,20540,0,2500,2500,2500,5731,15,500,1,1970,0
3311,48131,0,50000,2500,2500,60090,18,0,0,2161,1
3312,16346,0,2500,2500,2500,5930,15,0,0,2108,0
3313,15540,0,2500,2500,2500,209,3,104,1,1761,0
3314,17828,0,32500,2500,2500,35099,14,0,0,2115,1
3315,298927,0,50000,2500,2500,69449,27,150,3,2047,1
3316,66300,0,2500,2500,2500,4750,6,1150,3,1884,0
3317,28446,0,2500,2500,2500,0,0,0,0,1920,0
3318,80906,0,17500,2500,2500,23548,15,0,0,2140,0
3319,12153,0,2500,2500,2500,1050,9,1050,9,2041,0
3320,37569,0,2500,2500,2500,3850,4,250,1,1597,0
3321,98151,0,17500,2500,2500,38812,11,500,1,1976,0
3322,224852,0,2500,2500,2500,7750,32,750,3,2102,0
3323,19881,0,2500,2500,2500,2472,15,0,0,2186,0
3324,13490,0,2500,2500,2500,0,0,0,0,2032,0
3325,46672,500,17500,2500,2500,22404,22,0,0,2021,0
3326,119735,0,17500,2500,2500,22432,17,1000,2,1996,0
3327,18317,0,2500,2500,2500,2375,12,0,0,2032,0
3328,26334,0,2500,2500,2500,0,0,0,0,2258,0
3329,143441,0,50000,2500,2500,58475,27,0,0,2238,1
3330,10697,0,2500,2500,2500,1000,8,0,0,2111,0
3331,14072,0,17500,2500,2500,20700,16,0,0,1949,0
3332,35661,7487,2500,2500,2500,600,3,500,2,1759,0
3333,54697,0,2500,2500,2500,1625,6,0,0,1809,0
3334,18359,0,2500,2500,2500,0,0,0,0,1748,0
3335,47764,0,5000,2500,2500,23122,11,400,1,1872,0
3336,51169,4903,17500,2500,2500,13080,13,0,0,1809,0
3337,32099,0,17500,2500,2500,10534,6,0,0,1929,0
3338,84148,0,2500,2500,50000,84148,7,0,0,1054,0
3339,45137,0,2500,2500,2500,2000,1,0,0,1319,0
3340,18179,0,2500,2500,2500,5488,3,0,0,1877,0
3341,39566,0,5000,2500,2500,23755,18,0,0,1763,0
3342,46809,0,2500,2500,2500,125,1,0,0,1878,0
3343,41628,0,17500,2500,2500,16771,12,0,0,1818,0
3344,20891,0,2500,2500,2500,150,3,0,0,1920,0
3345,36513,1692,2500,2500,2500,825,3,725,2,1611,0
3346,116923,0,50000,2500,2500,70403,50,0,0,1738,1
3347,7879,0,2500,2500,2500,1815,5,0,0,1849,0
3348,40091,0,2500,2500,2500,0,0,0,0,1803,0
3349,45842,0,2500,2500,2500,8253,15,128,1,1805,0
3350,500,0,2500,2500,2500,0,0,0,0,396,0
3351,43595,0,2500,2500,2500,4375,14,0,0,1867,0
3352,29291,0,32500,2500,2500,31357,32,1950,6,1391,1
3353,63392,0,17500,2500,2500,20553,17,0,0,1087,0
3354,19578,0,5000,2500,2500,5208,11,0,0,1632,0
3355,10926,0,2500,2500,2500,0,0,0,0,1851,0
3356,19839,0,32500,2500,2500,36375,15,0,0,1535,1
3357,64594,0,5000,2500,2500,9295,14,0,0,1869,0
3358,24580,0,2500,2500,2500,255,3,0,0,1926,0
3359,20318,0,2500,5000,2500,6990,13,0,0,1956,0
3360,24579,0,2500,2500,2500,2100,10,0,0,1967,0
3361,71713,0,2500,2500,2500,2135,4,0,0,1845,0
3362,73501,0,17500,2500,2500,21014,26,3694,8,1720,0
3363,61479,0,2500,2500,2500,6050,4,50,1,1755,0
3364,21915,0,2500,2500,2500,1875,8,0,0,1518,0
3365,16465,0,2500,2500,2500,16165,5,0,0,1631,0
3366,61841,0,2500,2500,2500,48700,49,0,0,1659,0
3367,23197,0,2500,17500,2500,10587,13,150,1,1747,0
3368,26069,0,2500,2500,2500,0,0,0,0,1278,0
3369,5690,0,5000,2500,2500,11612,15,0,0,1549,0
3370,1000,0,2500,2500,2500,0,0,0,0,1597,0
3371,14052,0,2500,2500,2500,0,0,0,0,1808,0
3372,2143,0,2500,2500,2500,0,0,0,0,1672,0
3373,18239,0,2500,2500,2500,0,0,0,0,1683,0
3374,4892,0,2500,2500,2500,0,0,0,0,1282,0
3375,34412,0,17500,2500,2500,14734,13,0,0,1524,0
3376,34535,0,2500,2500,2500,2719,12,0,0,1358,0
3377,23720,0,2500,2500,2500,4000,3,500,1,1678,0
3378,11816,0,2500,2500,2500,0,0,0,0,1596,0
3379,11218,0,2500,2500,2500,3850,14,0,0,1604,0
3380,12568,0,2500,2500,2500,350,3,0,0,1664,0
3381,13188,0,2500,2500,2500,1500,3,1500,3,1955,0
3382,39983,0,17500,2500,2500,39983,11,0,0,1569,0
3383,28526,0,2500,2500,2500,4167,15,0,0,1360,0
3384,68359,0,17500,2500,2500,15803,17,0,0,1293,0
3385,22048,0,2500,2500,2500,100,1,0,0,1702,0
3386,1866,0,2500,2500,2500,1128,8,0,0,1782,0
3387,40408,0,5000,2500,2500,9612,12,0,0,913,0
3388,20642,0,2500,2500,2500,4977,13,0,0,1614,0
3389,66574,0,2500,2500,2500,2500,6,400,4,1791,0
3390,18656,0,2500,2500,2500,4752,11,0,0,968,0
3391,57374,1621,2500,2500,2500,2100,5,2100,5,1440,0
3392,25898,0,2500,2500,2500,7834,3,0,0,1588,0
3393,42481,0,17500,2500,2500,24617,16,0,0,678,0
3394,62492,0,2500,2500,2500,3725,11,2600,9,1536,0
3395,4431,0,2500,2500,2500,0,0,0,0,1582,0
3396,25090,0,32500,2500,2500,25860,9,0,0,1786,1
3397,95728,2092,50000,2500,2500,56111,14,0,0,1372,1
3398,11631,0,2500,2500,2500,3289,22,0,0,1157,0
3399,54039,0,2500,2500,2500,5250,22,1250,10,1709,0
3400,5625,0,2500,2500,2500,2350,12,0,0,1270,0
3401,22966,0,2500,2500,2500,3950,8,450,6,1443,0
3402,5544,0,2500,2500,2500,350,3,0,0,1713,0
3403,37171,0,2500,2500,2500,3450,5,950,4,1341,0
3404,40425,0,2500,2500,2500,3300,8,1700,5,1753,0
3405,9805,0,2500,2500,2500,4403,11,0,0,1559,0
3406,29417,0,2500,2500,2500,16011,3,0,0,1582,0
3407,37093,0,2500,2500,2500,4250,13,0,0,1810,0
3408,21461,0,2500,2500,2500,4010,26,0,0,1509,0
3409,21950,0,2500,2500,2500,5739,16,0,0,1668,0
3410,14233,0,2500,2500,2500,160,3,0,0,1687,0
3411,105737,0,50000,2500,2500,71728,13,0,0,1705,1
3412,22551,0,2500,2500,2500,0,0,0,0,1794,0
3413,35474,0,2500,2500,2500,15086,6,0,0,1479,0
3414,21854,0,2500,2500,2500,500,1,500,1,1100,0
3415,50386,0,2500,2500,2500,2750,8,0,0,1721,0
3416,28502,0,2500,2500,2500,2375,12,0,0,1732,0
3417,238446,1082,32500,2500,2500,37766,28,1550,11,890,1
3418,20516,0,2500,2500,2500,3500,20,0,0,1429,0
3419,97391,0,2500,2500,2500,26299,8,0,0,1607,0
3420,29253,2305,2500,2500,2500,7625,5,0,0,1630,0
3421,139982,0,2500,2500,2500,14500,6,0,0,1430,0
3422,68192,0,2500,2500,2500,1300,9,1300,9,1640,0
3423,21615,0,2500,2500,2500,5043,13,1000,2,1069,0
3424,36829,0,32500,2500,2500,42497,19,1001,1,1015,1
3425,152178,0,32500,2500,2500,39760,15,248,1,1073,1
3426,17397,0,2500,2500,2500,1750,7,0,0,1215,0
3427,45006,0,2500,2500,2500,1400,6,300,4,925,0
3428,4289,0,2500,2500,2500,2350,4,750,2,1083,0
3429,133351,0,50000,2500,2500,84215,43,7000,22,1529,1
3430,42093,0,2500,2500,2500,1831,4,0,0,1526,0
3431,74331,0,17500,2500,2500,15779,14,0,0,1514,0
3432,120462,3649,2500,2500,2500,10500,9,750,2,1503,0
3433,14243,0,2500,2500,2500,6654,17,0,0,1487,0
3434,6803,0,2500,2500,2500,1644,11,0,0,1296,0
3435,8885,0,2500,2500,2500,1500,5,0,0,1386,0
3436,38761,0,5000,2500,2500,9015,12,0,0,1533,0
3437,5500,0,2500,2500,2500,0,0,0,0,989,0
3438,76660,0,17500,2500,2500,38807,24,3341,1,1193,0
3439,30463,0,2500,2500,2500,4619,9,0,0,1275,0
3440,6914,0,2500,2500,2500,0,0,0,0,812,0
3441,67495,0,5000,2500,2500,8620,8,0,0,1302,0
3442,15339,0,2500,2500,2500,1375,4,0,0,628,0
3443,5745,0,2500,2500,2500,400,4,400,4,1067,0
3444,81155,0,32500,2500,2500,49904,41,0,0,1276,1
3445,45432,0,17500,2500,2500,12833,15,0,0,1322,0
3446,39386,0,2500,2500,2500,18722,7,0,0,1359,0
3447,69647,0,32500,2500,2500,45175,20,2250,3,854,1
3448,25849,0,2500,2500,2500,0,0,0,0,996,0
3449,3625,0,2500,2500,2500,0,0,0,0,1369,0
3450,4057,0,2500,2500,2500,23050,11,2550,7,1135,0
3451,30273,0,2500,2500,2500,1720,8,0,0,1117,0
3452,24750,0,2500,2500,2500,0,0,0,0,968,0
3453,12471,0,2500,2500,2500,0,0,0,0,666,0
3454,2000,0,2500,2500,2500,0,0,0,0,1479,0
3455,2827,0,2500,2500,2500,0,0,0,0,1375,0
3456,63121,0,17500,2500,2500,16634,16,150,1,1349,0
3457,19694,0,2500,2500,2500,2125,10,0,0,1436,0
3458,11571,0,2500,2500,2500,0,0,0,0,1116,0
3459,26933,0,2500,2500,2500,750,6,0,0,1299,0
3460,1456,0,2500,2500,2500,500,1,0,0,1130,0
3461,16188,0,2500,2500,2500,3726,7,300,4,900,0
3462,12088,0,32500,2500,2500,27292,17,100,1,1298,1
3463,119214,0,2500,2500,2500,19633,23,15533,17,1041,0
3464,66956,0,2500,2500,2500,4520,5,1508,1,1342,0
3465,4360,0,2500,2500,2500,2000,9,0,0,1355,0
3466,7056,0,2500,2500,2500,0,0,0,0,1057,0
3467,32934,0,2500,2500,2500,500,1,0,0,858,0
3468,6551,0,2500,2500,2500,300,3,300,3,1117,0
3469,24915,0,2500,2500,2500,265,3,0,0,1184,0
3470,10100,0,2500,2500,2500,4400,12,2900,9,1032,0
3471,20691,0,2500,2500,2500,16448,6,0,0,1227,0
3472,11676,0,2500,2500,2500,1000,1,0,0,1158,0
3473,31504,0,2500,2500,2500,7358,2,0,0,1022,0
3474,12093,0,2500,2500,2500,1605,4,0,0,1411,0
3475,44353,0,2500,2500,2500,2500,1,0,0,138,0
3476,35557,0,2500,2500,2500,350,3,0,0,1135,0
3477,38465,0,2500,2500,2500,10550,3,550,2,1580,0
3478,3258,0,2500,2500,2500,0,0,0,0,106,0
3479,31224,1000,2500,2500,2500,1150,7,650,6,1508,0
3480,93191,0,2500,2500,2500,10463,17,3100,7,1539,0
3481,20010,0,2500,2500,2500,0,0,0,0,1302,0
3482,37866,0,5000,2500,2500,9200,18,0,0,1230,0
3483,65664,0,5000,2500,2500,11899,5,0,0,1121,0
3484,59967,0,2500,2500,2500,10000,4,0,0,959,0
3485,12134,899,32500,2500,2500,57676,25,3064,9,974,1
3486,19892,0,2500,2500,2500,3505,13,0,0,1240,0
3487,38292,0,2500,5000,2500,12487,13,250,2,531,0
3488,68224,0,32500,2500,2500,28916,16,0,0,1258,1
3489,103645,7257,2500,2500,2500,3450,3,950,2,1374,0
3490,189077,3867,32500,2500,2500,54353,27,100,1,542,1
3491,3246,0,2500,2500,2500,0,0,0,0,1401,0
3492,33323,0,2500,2500,2500,0,0,0,0,1405,0
3493,114719,0,2500,2500,2500,0,0,0,0,1136,0
